7095.KL,PIE Industrial Bhd,7095.KL
1694.KL,Menang Corp. M Bhd,1694.KL
6254.KL,PDZ Holdings Bhd,6254.KL
0007@BN.KL,0007@BN.KL,0007@BN.KL
6254@BN.KL,6254@BN.KL,6254@BN.KL
5145.KL,Sealink International Bhd,5145.KL
5100@BN.KL,5100@BN.KL,5100@BN.KL
0094.KL,INIX TECHNOLOGIES HOLDINGS BHD,0094.KL
7025.KL,Woodlandor Holdings Bhd,7025.KL
7285@BN.KL,7285@BN.KL,7285@BN.KL
7053.KL,See Hup Consolidated Berhad,7053.KL
5069.KL,Bld Plantation Bhd,5069.KL
4596@BN.KL,4596@BN.KL,4596@BN.KL
9962.KL,Gromutual Bhd,9962.KL
8621.KL,LPI Capital Bhd,8621.KL
5095@BN.KL,5095@BN.KL,5095@BN.KL
5047.KL,NPC Resources Bhd,5047.KL
0128@BN.KL,0128@BN.KL,0128@BN.KL
7412.KL,SHH Resources Holdings Bhd,7412.KL
7134@BN.KL,7134@BN.KL,7134@BN.KL
5072.KL,Hiap Teck Venture Bhd,5072.KL
7111@BN.KL,7111@BN.KL,7111@BN.KL
4898.KL,TA Enterprise Berhad,4898.KL
2887.KL,Lion Diversified Holdings Berhad.,2887.KL
9237@BN.KL,9237@BN.KL,9237@BN.KL
3034@BN.KL,3034@BN.KL,3034@BN.KL
0155@BN.KL,0155@BN.KL,0155@BN.KL
7943.KL,Sand Nisko Capital Berhad,7943.KL
9938.KL,Bright Packaging Industry Bhd,9938.KL
2143@BN.KL,2143@BN.KL,2143@BN.KL
7188@BN.KL,7188@BN.KL,7188@BN.KL
7089@BN.KL,7089@BN.KL,7089@BN.KL
1996@BN.KL,1996@BN.KL,1996@BN.KL
6548.KL,Malaysia Pacific Corporation Berhad,6548.KL
5711.KL,The Store Corporation Berhad,5711.KL
7094.KL,Eurospan Holdings Bhd,7094.KL
8931@BN.KL,8931@BN.KL,8931@BN.KL
0011.KL,BRITE-TECH BHD,0011.KL
2852.KL,Cahya Mata Sarawak Bhd,2852.KL
7366.KL,Scomi Engineering Bhd.,7366.KL
5016@BN.KL,5016@BN.KL,5016@BN.KL
5819@BN.KL,5819@BN.KL,5819@BN.KL
7155@BN.KL,7155@BN.KL,7155@BN.KL
7027.KL,Petrol One Resources Berhad,7027.KL
7025@BN.KL,7025@BN.KL,7025@BN.KL
8192.KL,Mercury Industries Bhd,8192.KL
5073.KL,Naim Holdings Berhad,5073.KL
4707@BN.KL,4707@BN.KL,4707@BN.KL
5113@BN.KL,5113@BN.KL,5113@BN.KL
9288@BN.KL,9288@BN.KL,9288@BN.KL
6238.KL,Hock Seng Lee Bhd,6238.KL
2593@BN.KL,2593@BN.KL,2593@BN.KL
7119.KL,Degem Bhd,7119.KL
8362@BN.KL,8362@BN.KL,8362@BN.KL
7010.KL,Grand Hoover Berhad,7010.KL
8869.KL,Press Metal Bhd,8869.KL
5878@BN.KL,5878@BN.KL,5878@BN.KL
7143.KL,Stone Master Corporation Berhad,7143.KL
3883@BN.KL,3883@BN.KL,3883@BN.KL
9393@BN.KL,9393@BN.KL,9393@BN.KL
3115@BN.KL,3115@BN.KL,3115@BN.KL
6491@BN.KL,6491@BN.KL,6491@BN.KL
9539@OM.KL,9539@OM.KL,9539@OM.KL
4995.KL,Versatile Creative Berhad,4995.KL
5071@BN.KL,5071@BN.KL,5071@BN.KL
0141.KL,WINTONI GROUP BHD,0141.KL
7033.KL,Kumpulan H & L High-Tech Berhad,7033.KL
5079@BN.KL,5079@BN.KL,5079@BN.KL
7218@BN.KL,7218@BN.KL,7218@BN.KL
0136.KL,GREENYIELD BHD,0136.KL
7233@BN.KL,7233@BN.KL,7233@BN.KL
6459@BN.KL,6459@BN.KL,6459@BN.KL
1597@BN.KL,1597@BN.KL,1597@BN.KL
5371@BN.KL,5371@BN.KL,5371@BN.KL
7190.KL,Pelangi Publishing Group Bhd,7190.KL
3484.KL,Damansara Realty Bhd,3484.KL
5222@BN.KL,5222@BN.KL,5222@BN.KL
9407@BN.KL,9407@BN.KL,9407@BN.KL
5827.KL,Oriental Interest Bhd,5827.KL
0111@BN.KL,0111@BN.KL,0111@BN.KL
5606.KL,Goldis Berhad,5606.KL
5102.KL,Guan Chong Bhd.,5102.KL
7207@BN.KL,7207@BN.KL,7207@BN.KL
9318@BN.KL,9318@BN.KL,9318@BN.KL
3034.KL,Hap Seng Consolidated Berhad,3034.KL
8478@BN.KL,8478@BN.KL,8478@BN.KL
6815.KL,Eupe Corp. Bhd,6815.KL
0089.KL,TEX CYCLE TECHNOLOGY (M) BHD,0089.KL
5143.KL,Luxchem Corporation Bhd,5143.KL
7017@OM.KL,7017@OM.KL,7017@OM.KL
0032@BN.KL,0032@BN.KL,0032@BN.KL
0148.KL,SUNZEN BIOTECH BHD,0148.KL
7045@BN.KL,7045@BN.KL,7045@BN.KL
7006@BN.KL,7006@BN.KL,7006@BN.KL
0099.KL,SCICOM (MSC) BHD,0099.KL
5098.KL,Malaysia Steel Works (KL) Bhd.,5098.KL
1287.KL,Pan Malaysia Holdings Bhd,1287.KL
0132.KL,TECHNODEX BHD,0132.KL
3573.KL,Lien Hoe Corp. Bhd,3573.KL
5091.KL,Ekowood International Bhd,5091.KL
7153@BN.KL,7153@BN.KL,7153@BN.KL
0100.KL,ES CERAMICS TECHNOLOGY BHD,0100.KL
1929@BN.KL,1929@BN.KL,1929@BN.KL
2186.KL,Kuchai Development Bhd,2186.KL
3298.KL,Hexza Corporation Berhad,3298.KL
6491.KL,Kumpulan Fima Bhd,6491.KL
5622.KL,Triplc Berhad,5622.KL
7149.KL,Eng Kah Corporation Berhad,7149.KL
5533@BN.KL,5533@BN.KL,5533@BN.KL
9199.KL,Lysaght Galvanized Steel Bhd,9199.KL
7055.KL,PLB Engineering Bhd,7055.KL
5614@BN.KL,5614@BN.KL,5614@BN.KL
7161@BN.KL,7161@BN.KL,7161@BN.KL
5347@BN.KL,5347@BN.KL,5347@BN.KL
0160@BN.KL,0160@BN.KL,0160@BN.KL
7188.KL,BTM Resources Berhad,7188.KL
5158@BN.KL,5158@BN.KL,5158@BN.KL
8044@BN.KL,8044@BN.KL,8044@BN.KL
7439.KL,Teck Guan Perdana Bhd,7439.KL
0160.KL,HIAP HUAT HOLDINGS BHD,0160.KL
7935.KL,Milux Corporation Berhad,7935.KL
4936@BN.KL,4936@BN.KL,4936@BN.KL
3662@BN.KL,3662@BN.KL,3662@BN.KL
7668@BN.KL,7668@BN.KL,7668@BN.KL
1724@BN.KL,1724@BN.KL,1724@BN.KL
0022@OM.KL,0022@OM.KL,0022@OM.KL
7087@BN.KL,7087@BN.KL,7087@BN.KL
5040.KL,Meda Inc. Bhd,5040.KL
5053@BN.KL,5053@BN.KL,5053@BN.KL
5959@BN.KL,5959@BN.KL,5959@BN.KL
7211@BN.KL,7211@BN.KL,7211@BN.KL
0113.KL,MMS VENTURES BHD,0113.KL
0146@OM.KL,0146@OM.KL,0146@OM.KL
3018.KL,Olympia Industries Berhad,3018.KL
5886.KL,Mintye Industries Bhd,5886.KL
6297@BN.KL,6297@BN.KL,6297@BN.KL
5135.KL,SARAWAK Plantation Bhd,5135.KL
0037.KL,RGB INTERNATIONAL BHD,0037.KL
5011.KL,Mesiniaga Bhd,5011.KL
5008.KL,Harrisons Holdings (Malaysia) Berhad,5008.KL
3689@BN.KL,FRASER & NEAVE HOLDINGS BHD,3689@BN.KL
5005.KL,Unisem (M) Berhad,5005.KL
6637.KL,PNE PCB Bhd,6637.KL
7052@BN.KL,7052@BN.KL,7052@BN.KL
5657.KL,Parkson Holdings Berhad,5657.KL
6963@BN.KL,6963@BN.KL,6963@BN.KL
0070@BN.KL,0070@BN.KL,0070@BN.KL
7180@BN.KL,7180@BN.KL,7180@BN.KL
5087@BN.KL,5087@BN.KL,5087@BN.KL
7149@BN.KL,7149@BN.KL,7149@BN.KL
0065@BN.KL,0065@BN.KL,0065@BN.KL
3565@BN.KL,3565@BN.KL,3565@BN.KL
7501.KL,Harn Len Corporation Bhd,7501.KL
4502@BN.KL,4502@BN.KL,4502@BN.KL
7209@BN.KL,7209@BN.KL,7209@BN.KL
2739.KL,Sino Hua-An International Bhd,2739.KL
0001@BN.KL,0001@BN.KL,0001@BN.KL
4588.KL,UMW Holdings Bhd,4588.KL
9237.KL,Sarawak Consolidated Industries Berhad,9237.KL
0035.KL,OPCOM HOLDINGS BHD,0035.KL
6963.KL,VS Industry Berhad,6963.KL
7228.KL,Tanjung Offshore Bhd,7228.KL
3816.KL,MISC Berhad,3816.KL
5037.KL,Compugates Holdings Berhad,5037.KL
7617@BN.KL,7617@BN.KL,7617@BN.KL
4219@BN.KL,4219@BN.KL,4219@BN.KL
6017@BN.KL,6017@BN.KL,6017@BN.KL
0147.KL,INNITY CORPORATION BHD,0147.KL
9008.KL,Omesti Berhad,9008.KL
8583@BN.KL,8583@BN.KL,8583@BN.KL
9261@BN.KL,9261@BN.KL,9261@BN.KL
6297.KL,Box-Pak Malaysia Bhd,6297.KL
0038.KL,PLASTRADE TECHNOLOGY BHD,0038.KL
4006.KL,Oriental Holdings Bhd,4006.KL
0092.KL,MTOUCHE TECHNOLOGY BHD,0092.KL
0138@BN.KL,0138@BN.KL,0138@BN.KL
7096.KL,GPA Holdings Bhd,7096.KL
7167@BN.KL,7167@BN.KL,7167@BN.KL
1783.KL,Selangor Properties Bhd,1783.KL
6998.KL,Bintai Kinden Corp. Bhd,6998.KL
8834.KL,Ireka Corp. Bhd,8834.KL
5035.KL,Knusford Bhd,5035.KL
5835.KL,Dolomite Corporation Berhad,5835.KL
7189.KL,MB World Group Berhad,7189.KL
0023.KL,IFCA MSC BHD,0023.KL
3336@BN.KL,3336@BN.KL,3336@BN.KL
8664@BN.KL,8664@BN.KL,8664@BN.KL
5142@BN.KL,5142@BN.KL,5142@BN.KL
5041@BN.KL,5041@BN.KL,5041@BN.KL
5145@BN.KL,5145@BN.KL,5145@BN.KL
4316.KL,Sin Heng Chan (Malaya) Berhad,4316.KL
0065.KL,EXCEL FORCE MSC BHD,0065.KL
2216@BN.KL,2216@BN.KL,2216@BN.KL
7226@BN.KL,7226@BN.KL,7226@BN.KL
2755.KL,FCW Holdings Bhd,2755.KL
8486@BN.KL,8486@BN.KL,8486@BN.KL
5231@BN.KL,5231@BN.KL,5231@BN.KL
3379@BN.KL,3379@BN.KL,3379@BN.KL
6139@BN.KL,6139@BN.KL,6139@BN.KL
7036@BN.KL,7036@BN.KL,7036@BN.KL
1171@BN.KL,1171@BN.KL,1171@BN.KL
0085.KL,MLABS SYSTEMS BHD,0085.KL
5029.KL,Far East Holdings Bhd,5029.KL
9601.KL,Ho Wah Genting Bhd,9601.KL
5072@BN.KL,5072@BN.KL,5072@BN.KL
7047@BN.KL,7047@BN.KL,7047@BN.KL
9717.KL,Sycal Ventures Berhad,9717.KL
3611@BN.KL,3611@BN.KL,3611@BN.KL
7145.KL,Prinsiptek Corp. Bhd,7145.KL
7216@BN.KL,7216@BN.KL,7216@BN.KL
8885@BN.KL,8885@BN.KL,8885@BN.KL
8338@BN.KL,8338@BN.KL,8338@BN.KL
0049.KL,OCEANCASH PACIFIC BHD,0049.KL
7811@BN.KL,7811@BN.KL,7811@BN.KL
7036.KL,Borneo Oil Berhad,7036.KL
5009.KL,White Horse Bhd,5009.KL
6181@BN.KL,6181@BN.KL,6181@BN.KL
5533.KL,OCB Bhd,5533.KL
5056@BN.KL,5056@BN.KL,5056@BN.KL
7201.KL,Progressive Impact Corp. Bhd,7201.KL
0029@BN.KL,0029@BN.KL,0029@BN.KL
7241@BN.KL,7241@BN.KL,7241@BN.KL
5252@DB.KL,5252@DB.KL,5252@DB.KL
7285.KL,Tomypak Holdings Bhd,7285.KL
0127@BN.KL,0127@BN.KL,0127@BN.KL
0133.KL,SANICHI TECHNOLOGY BHD,0133.KL
5038@BN.KL,5038@BN.KL,5038@BN.KL
5060@BN.KL,5060@BN.KL,5060@BN.KL
8117.KL,Poly Glass Fibre M Bhd,8117.KL
7231@BN.KL,7231@BN.KL,7231@BN.KL
3581.KL,Lion Corp. Bhd,3581.KL
7366@BN.KL,7366@BN.KL,7366@BN.KL
3948@BN.KL,3948@BN.KL,3948@BN.KL
0127.KL,JHM CONSOLIDATION BHD,0127.KL
0145.KL,TFP SOLUTIONS BHD,0145.KL
4936.KL,Malpac Holdings Bhd,4936.KL
0082.KL,GREEN PACKET BHD,0082.KL
5797.KL,Choo Bee Metal Industries Bhd,5797.KL
5070@BN.KL,5070@BN.KL,5070@BN.KL
9091@BN.KL,9091@BN.KL,9091@BN.KL
7059.KL,Metal Reclamation Bhd,7059.KL
4065.KL,PPB Group Berhad,4065.KL
7215@BN.KL,7215@BN.KL,7215@BN.KL
5125.KL,Pantech Group Holdings Bhd,5125.KL
6009@BN.KL,6009@BN.KL,6009@BN.KL
7228@BN.KL,7228@BN.KL,7228@BN.KL
4065@BN.KL,4065@BN.KL,4065@BN.KL
7246@BN.KL,7246@BN.KL,7246@BN.KL
5096.KL,KAF-Seagroatt & Campbell Berhad,5096.KL
0050.KL,SYSTECH BHD,0050.KL
3395@BN.KL,3395@BN.KL,3395@BN.KL
9938@BN.KL,9938@BN.KL,9938@BN.KL
0025.KL,LNG RESOURCES BHD,0025.KL
8273@BN.KL,8273@BN.KL,8273@BN.KL
0133@BN.KL,0133@BN.KL,0133@BN.KL
5681@BN.KL,5681@BN.KL,5681@BN.KL
0035@BN.KL,0035@BN.KL,0035@BN.KL
4383.KL,Jaya Tiasa Holdings Berhad,4383.KL
3905@BN.KL,3905@BN.KL,3905@BN.KL
0129.KL,SILVER RIDGE HOLDINGS BHD,0129.KL
7167.KL,Johore Tin Bhd,7167.KL
7034@BN.KL,7034@BN.KL,7034@BN.KL
2739@BN.KL,2739@BN.KL,2739@BN.KL
9318.KL,Fitters Diversified Berhad,9318.KL
7117.KL,Century Logistics Holdings Bhd,7117.KL
6483.KL,K & N Kenanga Holdings Berhad,6483.KL
4197@BN.KL,4197@BN.KL,4197@BN.KL
5075.KL,Plenitude Berhad,5075.KL
7250@BN.KL,7250@BN.KL,7250@BN.KL
5042.KL,TSR Capital Berhad,5042.KL
5077@BN.KL,5077@BN.KL,5077@BN.KL
3069.KL,Mega First Corp. Bhd,3069.KL
9865.KL,Suiwah Corp. Bhd,9865.KL
4847@BN.KL,4847@BN.KL,4847@BN.KL
6661.KL,OSK Property Holdings Berhad,6661.KL
7013@BN.KL,7013@BN.KL,7013@BN.KL
0099@BN.KL,0099@BN.KL,0099@BN.KL
3891.KL,Malayan United Industries Berhad,3891.KL
5398@BN.KL,5398@BN.KL,5398@BN.KL
6173@BN.KL,6173@BN.KL,6173@BN.KL
5008@BN.KL,5008@BN.KL,5008@BN.KL
5085@BN.KL,5085@BN.KL,5085@BN.KL
7017.KL,Komarkcorp Bhd,7017.KL
0141@BN.KL,0141@BN.KL,0141@BN.KL
8311@BN.KL,8311@BN.KL,8311@BN.KL
8893@BN.KL,8893@BN.KL,8893@BN.KL
5355@BN.KL,5355@BN.KL,5355@BN.KL
2003.KL,Kulim (Malaysia) Berhad,2003.KL
0060@BN.KL,0060@BN.KL,0060@BN.KL
6378.KL,Tekala Corp. Bhd,6378.KL
6211.KL,Kia Lim Bhd,6211.KL
9059.KL,TSH Resources Berhad,9059.KL
0038@BN.KL,0038@BN.KL,0038@BN.KL
0028@BN.KL,0028@BN.KL,0028@BN.KL
2305.KL,TAHPS Group Berhad,2305.KL
5070.KL,Protasco Bhd,5070.KL
1818@BN.KL,1818@BN.KL,1818@BN.KL
6017.KL,SHL Consolidated Bhd,6017.KL
5031.KL,Time Dotcom Bhd.,5031.KL
0006.KL,PINEAPPLE RESOURCES BHD,0006.KL
1996.KL,Kretam Holdings Berhad,1996.KL
5200.KL,UOA Development Bhd,5200.KL
4898@BN.KL,4898@BN.KL,4898@BN.KL
5102@BN.KL,5102@BN.KL,5102@BN.KL
8982.KL,Cepatwawasan Group Bhd,8982.KL
3891@BN.KL,3891@BN.KL,3891@BN.KL
8346@BN.KL,8346@BN.KL,8346@BN.KL
7217.KL,Eonmetall Group Bhd,7217.KL
3816@BN.KL,3816@BN.KL,3816@BN.KL
2755@BN.KL,2755@BN.KL,2755@BN.KL
7757.KL,UPA Corporation Berhad,7757.KL
5010@BN.KL,5010@BN.KL,5010@BN.KL
5207.KL,SBC Corporation Berhad,5207.KL
5001@BN.KL,5001@BN.KL,5001@BN.KL
5066.KL,NTPM Holdings Berhad,5066.KL
4863@BN.KL,4863@BN.KL,4863@BN.KL
0100@BN.KL,0100@BN.KL,0100@BN.KL
5199@BN.KL,5199@BN.KL,5199@BN.KL
5038.KL,KSL Holdings Bhd,5038.KL
5107@BN.KL,5107@BN.KL,5107@BN.KL
5084@BN.KL,5084@BN.KL,5084@BN.KL
4324@BN.KL,4324@BN.KL,4324@BN.KL
1155@BN.KL,1155@BN.KL,1155@BN.KL
3069@BN.KL,3069@BN.KL,3069@BN.KL
8702.KL,Texchem Resources Bhd,8702.KL
1481.KL,Advance Synergy Berhad,1481.KL
1082@BN.KL,1082@BN.KL,1082@BN.KL
3182@BN.KL,3182@BN.KL,3182@BN.KL
2771@BN.KL,2771@BN.KL,2771@BN.KL
2143.KL,ECM Libra Financial Group Berhad,2143.KL
6815@BN.KL,6815@BN.KL,6815@BN.KL
2089.KL,United Plantations Bhd,2089.KL
1481@BN.KL,1481@BN.KL,1481@BN.KL
3883.KL,Muda Holdings Berhad,3883.KL
7018.KL,CME Group Bhd,7018.KL
5031@BN.KL,5031@BN.KL,5031@BN.KL
0070.KL,MQ TECHNOLOGY BHD,0070.KL
6947@BN.KL,6947@BN.KL,6947@BN.KL
0084@BN.KL,0084@BN.KL,0084@BN.KL
0171.KL,PETERLABS HOLDINGS BHD,0171.KL
7097.KL,Ta Win Holdings Bhd,7097.KL
7047.KL,Fajarbaru Builder Group Bhd.,7047.KL
9296.KL,RCE Capital Berhad,9296.KL
5165.KL,Hock Heng Stone Industries Bhd,5165.KL
6637@BN.KL,6637@BN.KL,6637@BN.KL
1643.KL,Landmarks Bhd,1643.KL
5011@BN.KL,5011@BN.KL,5011@BN.KL
0053.KL,OSK VENTURES INTERNATIONAL BHD,0053.KL
7140.KL,Oka Corp. Bhd,7140.KL
5138.KL,Hap Seng Plantations Holdings Bhd,5138.KL
9113@BN.KL,9113@BN.KL,9113@BN.KL
3018@BN.KL,3018@BN.KL,3018@BN.KL
9776@BN.KL,9776@BN.KL,9776@BN.KL
1201.KL,Sumatec Resources Berhad,1201.KL
7757@BN.KL,7757@BN.KL,7757@BN.KL
7234.KL,MESB Bhd,7234.KL
8591@BN.KL,8591@BN.KL,8591@BN.KL
6521.KL,Suria Capital Holdings Bhd,6521.KL
0058@BN.KL,0058@BN.KL,0058@BN.KL
7231.KL,Wellcall Holdings Bhd,7231.KL
0054.KL,KARYON INDUSTRIES BHD,0054.KL
0146.KL,JF TECHNOLOGY BHD,0146.KL
1562@BN.KL,1562@BN.KL,1562@BN.KL
8273.KL,Public Packages Holdings Bhd,8273.KL
2542@BN.KL,2542@BN.KL,2542@BN.KL
0012.KL,THREE-A RESOURCES BHD,0012.KL
7158@BN.KL,7158@BN.KL,7158@BN.KL
7145@BN.KL,7145@BN.KL,7145@BN.KL
7080@BN.KL,7080@BN.KL,7080@BN.KL
7115.KL,SKB Shutters Corp. Bhd,7115.KL
0023@BN.KL,0023@BN.KL,0023@BN.KL
7773@OM.KL,7773@OM.KL,7773@OM.KL
7140@BN.KL,7140@BN.KL,7140@BN.KL
7126@BN.KL,7126@BN.KL,7126@BN.KL
7095@BN.KL,7095@BN.KL,7095@BN.KL
3611.KL,Goh Ban Huat Berhad,3611.KL
9016.KL,Eksons Corporation Berhad,9016.KL
2429.KL,Tanco Holdings Bhd,2429.KL
7692.KL,Widetech Malaysia Bhd,7692.KL
8079.KL,Lee Swee Kiat Group Bhd,8079.KL
5094.KL,CSC Steel Holdings Bhd,5094.KL
7412@BN.KL,7412@BN.KL,7412@BN.KL
7195.KL,Comintel Corporation Berhad,7195.KL
6971@BN.KL,6971@BN.KL,6971@BN.KL
0008@BN.KL,0008@BN.KL,0008@BN.KL
7071@BN.KL,7071@BN.KL,7071@BN.KL
1619@BN.KL,1619@BN.KL,1619@BN.KL
5022.KL,Paos Holdings Berhad,5022.KL
0005@BN.KL,0005@BN.KL,0005@BN.KL
7035@BN.KL,7035@BN.KL,7035@BN.KL
4944@BN.KL,4944@BN.KL,4944@BN.KL
5371.KL,Kim Hin Industry Bhd,5371.KL
9598@BN.KL,9598@BN.KL,9598@BN.KL
7692@BN.KL,7692@BN.KL,7692@BN.KL
5032@BN.KL,5032@BN.KL,5032@BN.KL
0054@BN.KL,0054@BN.KL,0054@BN.KL
9377.KL,FSBM Holdings Berhad,9377.KL
1562.KL,Berjaya Sports Toto Berhad,1562.KL
7035.KL,CCK Consolidated Holdings Bhd,7035.KL
7198.KL,DPS Resources Bhd,7198.KL
5068@BN.KL,5068@BN.KL,5068@BN.KL
0002.KL,KOTRA INDUSTRIES BHD,0002.KL
9571@BN.KL,9571@BN.KL,9571@BN.KL
5576@BN.KL,5576@BN.KL,5576@BN.KL
4081@BN.KL,4081@BN.KL,4081@BN.KL
4464.KL,Naim Indah Corp. Bhd,4464.KL
9121.KL,KPS Consortium Bhd,9121.KL
3484@BN.KL,3484@BN.KL,3484@BN.KL
3921@BN.KL,3921@BN.KL,3921@BN.KL
6025.KL,Berjaya Media Berhad,6025.KL
5143@BN.KL,5143@BN.KL,5143@BN.KL
7471@BN.KL,7471@BN.KL,7471@BN.KL
0011@BN.KL,0011@BN.KL,0011@BN.KL
5789.KL,LBS Bina Group Bhd,5789.KL
4448.KL,Tasek Corporation Berhad,4448.KL
5081@OM.KL,5081@OM.KL,5081@OM.KL
7195@BN.KL,7195@BN.KL,7195@BN.KL
8443@BN.KL,8443@BN.KL,8443@BN.KL
4405@BN.KL,4405@BN.KL,4405@BN.KL
7169.KL,Dominant Enterprise Berhad,7169.KL
2852@BN.KL,2852@BN.KL,2852@BN.KL
7163.KL,PJBumi Berhad,7163.KL
1287@BN.KL,1287@BN.KL,1287@BN.KL
5983.KL,MBM Resources Bhd,5983.KL
5104.KL,CNI Holdings Bhd,5104.KL
8621@BN.KL,8621@BN.KL,8621@BN.KL
5016.KL,Warisan TC Holdings Bhd,5016.KL
3379.KL,Insas Berhad,3379.KL
9466@BN.KL,9466@BN.KL,9466@BN.KL
7471.KL,Eden Inc. Berhad,7471.KL
7498.KL,Ralco Corporation Berhad,7498.KL
5214.KL,China Stationery Limited,5214.KL
5150.KL,Multi Sports Holdings Ltd,5150.KL
5229@BN.KL,5229@BN.KL,5229@BN.KL
5214@BN.KL,5214@BN.KL,5214@BN.KL
5090.KL,Media Chinese International Limited,5090.KL
8133.KL,Boustead Heavy Industries Corporation Bhd,8133.KL
8133@BN.KL,8133@BN.KL,8133@BN.KL
1818.KL,Bursa Malaysia Berhad,1818.KL
5257@DB.KL,5257@DB.KL,5257@DB.KL
7076.KL,CB Industrial Product Holding Bhd,7076.KL
7076@BN.KL,7076@BN.KL,7076@BN.KL
8052.KL,Central Industrial Corporation Berhad,8052.KL
0823EA@OM.KL,0823EA@OM.KL,0823EA@OM.KL
7209@OM.KL,7209@OM.KL,7209@OM.KL
0823EA.KL,CIMB FTSE China 50,0823EA.KL
5234@BN.KL,5234@BN.KL,5234@BN.KL
8125.KL,Daibochi Plastic & Packaging Industry Bhd,8125.KL
8176.KL,Denko Industrial Corp. Bhd,8176.KL
0824EA.KL,MyETF MSCI Malaysia Islamic Dividend,0824EA.KL
0131.KL,DIVERSIFIED GATEWAY SOLUTIONS,0131.KL
0825EA.KL,MyETF MSCI SEA ISLAMIC DIVIDEND,0825EA.KL
0824EA@OM.KL,0824EA@OM.KL,0824EA@OM.KL
0821EA.KL,DJIM25,0821EA.KL
5908@BN.KL,5908@BN.KL,5908@BN.KL
5908.KL,DKSH Holdings (Malaysia) Berhad,5908.KL
0116@BN.KL,0116@BN.KL,0116@BN.KL
0107.KL,EDUSPEC HOLDINGS BERHAD,0107.KL
5036@OM.KL,5036@OM.KL,5036@OM.KL
0107@BN.KL,0107@BN.KL,0107@BN.KL
1368@BN.KL,1368@BN.KL,1368@BN.KL
9075.KL,Theta Edge Berhad,9075.KL
7004.KL,Multi-Code Electronics Industries (M) Berhad,7004.KL
7004@BN.KL,7004@BN.KL,7004@BN.KL
8435@BN.KL,8435@BN.KL,8435@BN.KL
9822.KL,SAM Engineering & Equipment (M) Berhad,9822.KL
9822@BN.KL,9822@BN.KL,9822@BN.KL
5212.KL,Pavilion Real Estate Investment Trust,5212.KL
5121.KL,Hektar Real Estate Investment Trust,5121.KL
5111.KL,Tower Real Estate Investment Trust,5111.KL
5176@BN.KL,5176@BN.KL,5176@BN.KL
5081.KL,Esthetics International Group Bhd,5081.KL
5110.KL,Uoa Real Estate Investment,5110.KL
5227@BN.KL,5227@BN.KL,5227@BN.KL
5212@BN.KL,5212@BN.KL,5212@BN.KL
7249@BN.KL,7249@BN.KL,7249@BN.KL
9806@BN.KL,9806@BN.KL,9806@BN.KL
2984.KL,FACB Industries Inc. Bhd,2984.KL
2984@BN.KL,2984@BN.KL,2984@BN.KL
8605.KL,Federal Furniture Holdings M Bhd,8605.KL
7107@BN.KL,7107@BN.KL,7107@BN.KL
9172.KL,Formosa Prosonic Industries Berhad,9172.KL
9172@BN.KL,9172@BN.KL,9172@BN.KL
5196@BN.KL,5196@BN.KL,5196@BN.KL
5243.KL,UMW Oil & Gas Corporation Berhad,5243.KL
5209.KL,Gas Malaysia Berhad,5209.KL
2607.KL,Inch Kenneth Kajang Rubber Public Limited Company,2607.KL
5187.KL,HB Global Limited,5187.KL
5158.KL,TA Global Berhad,5158.KL
2127@BN.KL,2127@BN.KL,2127@BN.KL
7192.KL,Goodway Integrated Industries Bhd,7192.KL
7382.KL,Golden Land Berhad,7382.KL
7676.KL,Gunung Capital Bhd,7676.KL
5138@BN.KL,5138@BN.KL,5138@BN.KL
5225@BN.KL,5225@BN.KL,5225@BN.KL
8397.KL,Tiong Nam Logistics Holdings Bhd,8397.KL
7088@BN.KL,7088@BN.KL,7088@BN.KL
5169@BN.KL,5169@BN.KL,5169@BN.KL
5169.KL,Ho Hup Construction Company Berhad,5169.KL
5169PA.KL,Ho Hup Construction Company Berhad,5169PA.KL
5169PB.KL,Ho Hup Construction Company Berhad,5169PB.KL
6688.KL,Hwang Capital (Malaysia) Berhad,6688.KL
5255@DB.KL,5255@DB.KL,5255@DB.KL
0162.KL,IDEAL JACOBS (M) CORPORATION B,0162.KL
7201@BN.KL,7201@BN.KL,7201@BN.KL
0024.KL,JAG BERHAD,0024.KL
2747.KL,Java Berhad,2747.KL
8923.KL,Jiankun International Berhad,8923.KL
6769@BN.KL,6769@BN.KL,6769@BN.KL
8672@BN.KL,8672@BN.KL,8672@BN.KL
8672.KL,Kamdar Group (M) Bhd,8672.KL
2607@BN.KL,2607@BN.KL,2607@BN.KL
5247@BN.KL,5247@BN.KL,5247@BN.KL
6645.KL,Lingkaran Trans Kota Holdings Berhad,6645.KL
5843@BN.KL,5843@BN.KL,5843@BN.KL
5191@BN.KL,5191@BN.KL,5191@BN.KL
5239@BN.KL,5239@BN.KL,5239@BN.KL
4235.KL,Lion Industries Corporation Berhad,4235.KL
4235@BN.KL,4235@BN.KL,4235@BN.KL
8397@BN.KL,8397@BN.KL,8397@BN.KL
8095.KL,Malaysia Packaging Industry Bhd,8095.KL
5916.KL,Malaysia Smelting Corporation Berhad,5916.KL
1651.KL,Malaysian Resources Corporation Berhad,1651.KL
5180@BN.KL,5180@BN.KL,5180@BN.KL
1651@BN.KL,1651@BN.KL,1651@BN.KL
